team_number,team_name,wins,losses,ties,goals_for,goals_against,red_cards,points,season,division,age_group,subdivision,gender
70C5,LUSC 2014-15 Thunder- Coed,0,8,0,7,55,0,0,2023_fall,boys_prem,U10,U-10 Boys Premier Subdivision 11,Boys
70D9,Tigers KC,6,0,2,32,14,0,20,2023_fall,boys_prem,U10,U-10 Boys Premier Subdivision 12,Boys
70D5,KC Atletico 2014B,6,2,0,57,12,0,18,2023_fall,boys_prem,U10,U-10 Boys Premier Subdivision 12,Boys
70D2,BSSA Cobras 2014,4,0,4,28,6,0,16,2023_fall,boys_prem,U10,U-10 Boys Premier Subdivision 12,Boys
70D1,Alliance FC 14/15B Chelsea,5,2,1,41,27,0,16,2023_fall,boys_prem,U10,U-10 Boys Premier Subdivision 12,Boys
70D8,SBV IP Thunder FC,3,3,2,22,20,0,11,2023_fall,boys_prem,U10,U-10 Boys Premier Subdivision 12,Boys
70D6,Piper SC 14/15 Black,3,4,1,29,18,0,10,2023_fall,boys_prem,U10,U-10 Boys Premier Subdivision 12,Boys
70D7,Revolution FC Galacticos,2,6,0,17,61,0,6,2023_fall,boys_prem,U10,U-10 Boys Premier Subdivision 12,Boys
70D3,Cyclones FC 14,1,7,0,16,58,0,3,2023_fall,boys_prem,U10,U-10 Boys Premier Subdivision 12,Boys
70D4,KCSC 14B Hargate,0,6,2,11,37,0,2,2023_fall,boys_prem,U10,U-10 Boys Premier Subdivision 12,Boys
7113,SPORTING BV Academy White 13,8,0,0,53,6,0,24,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7118,Toca FC B2013 Premier,7,1,0,42,9,0,21,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7114,Sporting City East - Blue,6,2,0,39,13,0,18,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7115,Sporting City West - Blue,6,2,0,33,19,0,18,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7110,KCL Academy Red 2013,4,4,0,23,32,0,12,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7112,LSL Pele Blue 2013,2,4,2,15,21,0,8,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7116,Sporting Springfield 13 Celtic,1,4,3,24,34,0,6,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7111,KCSG Jr Elite B13,1,5,2,14,38,0,5,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7119,TSC 2013B Navy,0,6,2,11,37,0,2,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7117,Sporting Wichita Platinum 14,0,7,1,14,59,0,1,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7125,KC Fusion Academy 13B,6,1,1,26,10,0,19,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7123,Kansas Rush Academy 2014,6,1,1,25,12,0,19,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7121,2013 ULFC Academy,5,2,1,18,12,0,16,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7126,KCL Academy Black 2013,5,3,0,20,20,0,15,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7128,SPORTING BV Academy Navy 13,4,3,1,28,14,0,13,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7120,2013 KS Rush Academy,2,3,3,17,17,0,9,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7122,Fountain City FC 13B Select,3,5,0,18,28,0,9,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7127,OP Academy 2013B,3,5,0,12,23,0,9,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7124,KC Fire FC United 13B,2,5,1,15,23,0,7,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
712A,Toca FC B2013 Championship,2,5,1,15,20,0,7,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7129,Toca FC B2013 Academy Orange,1,6,1,10,25,0,4,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7134,KC Athletics Moose 13B,7,1,0,30,11,0,21,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7137,PiperSC 2013/14 Purple,7,1,0,35,10,0,21,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7139,Sporting BV Cruz Azul 13,5,2,1,27,13,0,16,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7135,KC Surf PRE-ECRL 2013,5,2,1,30,13,0,16,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
713A,SS Academy 2013B Select,5,3,0,32,20,0,15,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7130,BSSA Stingers 2013,4,3,1,24,19,0,13,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7138,SKV 2013B Elite MHK,4,3,1,20,20,0,13,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7136,OP Pre-Academy Hammers Blue,2,5,1,14,20,0,7,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7132,Kansas Rush Pre-Academy White,1,6,1,9,28,0,4,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7131,Fountain City FC 13B Elite,1,7,0,14,34,0,3,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7133,KCSG JR Elite B13 KS Navy,0,8,0,1,48,0,0,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7146,SKV 2013B Elite,7,0,1,44,8,0,22,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7149,Sporting City West - Indigo,6,0,1,30,10,0,19,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
714A,TSC 2013B White,6,1,0,22,9,0,18,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7148,Sporting City North - Blue,5,2,1,28,28,0,16,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7145,OP Pre-Academy Hammers 13 Maroon,3,4,1,14,16,0,10,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7141,2014 KCL River Plate,2,2,3,13,26,0,9,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7143,KC Athletics Freebird 13B,2,5,1,12,21,0,7,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7140,2013 ULFC Pre-Academy,2,5,1,9,22,0,7,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7142,Alliance FC '13 Pre-Academy,1,5,2,12,30,0,5,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7144,KCL San Lorenzo 2014,1,5,1,20,23,0,4,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7147,SPORTING BV Monterrey 13,0,6,2,11,22,0,2,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7152,KC Blaze West-Academy Force,7,0,0,47,6,0,21,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7157,Sporting BV Atlas 13,5,3,0,21,14,0,15,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7159,Sporting Springfield 13 Rangers,4,1,1,21,9,0,13,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7153,KC Fusion Pre-Academy 13B,4,3,1,22,27,0,13,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7158,Sporting City East - Indigo,4,3,0,19,18,0,12,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7154,KC Surf Blue 2013B,4,4,0,20,18,0,12,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7155,KCSG Jr Elite B13 KS Green,3,3,2,23,24,0,11,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7156,Northland KC SURF 2013,2,4,2,16,24,0,8,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
715A,Toca FC B 2013 Academy Blue,2,5,1,18,29,0,7,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7150,Kansas Rush Pre-Academy Blue,2,6,0,10,28,0,6,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7151,KC Athletics Futura 13B,1,6,1,16,36,0,4,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7166,KCSG Jr. Premier B13 MO,7,0,1,33,9,0,22,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
716A,Vipers Unite,6,2,0,27,14,0,18,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7167,LS Legends Neymar Yellow,5,1,2,20,10,0,17,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7160,Emporia F.C.,4,1,3,17,10,0,15,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7168,Sporting BV Pachuca 13,4,2,2,24,16,0,14,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7163,KCL 2013 PAC Red,3,4,1,12,15,0,10,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7165,KCL North 2013 Rebels,3,4,1,28,15,0,10,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7169,Sporting BV Toluca 13,3,5,0,14,17,0,9,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7164,KCL Alpha Juniors 2013,2,6,0,11,44,0,6,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7162,KC Blaze Brigade,1,6,1,11,26,0,4,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7161,Kansas Rush Gray 2013,0,7,1,4,25,0,1,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7176,OP Premier 2013B Porto,5,1,1,24,12,0,16,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7177,Rush United Blue,5,2,1,18,13,0,16,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7173,KCL 2013 PAC Black,4,1,3,22,14,0,15,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7175,Megalodons,3,2,3,19,11,0,12,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7174,KCL Manchester City 13,3,3,2,14,14,0,11,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7171,Emporia Academy B13,3,3,2,14,16,0,11,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7178,Santa Fe Academia Uruguay,3,3,1,20,15,0,10,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7179,Sporting City North - Indigo,2,2,4,10,10,0,10,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7170,Alliance FC '13 Blues,3,4,1,12,18,0,10,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7172,KC Fusion 13B Steinwachs,1,5,2,7,19,0,5,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
717A,Sporting City West - Purple,1,7,0,15,33,0,3,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
718A,Topeka Gunners 14/15,8,0,0,49,4,0,24,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7181,Global FC 2013,7,1,0,50,12,0,21,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7186,OP Man U 2013B,6,2,0,33,18,0,18,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7185,OP Man City 2013B,5,2,1,27,27,0,16,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7182,KC Fire FC Chaos 13,3,2,2,26,20,0,11,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7188,SBV IP Thunder,3,3,2,13,18,0,11,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7189,Sporting City East - Red,3,3,1,12,12,0,10,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7183,KCL Monterrey,1,5,2,15,39,0,5,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7184,Manhattan Surf 2013B,1,6,1,13,31,0,4,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7187,SBV Bermuda 13/14,1,7,0,10,41,0,3,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7180,14B Elite MHK Taylor,0,7,1,7,33,0,1,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7194,Global FC 2013 Gold,7,0,1,41,16,0,22,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7197,SLS Lightning Bolts,5,0,2,24,7,0,17,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7196,SJSC Premier Crush,5,2,1,39,20,0,16,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7199,Tongie FC U11B,4,2,2,26,12,0,14,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7193,Fountain City FC 13B Premier,4,2,1,20,14,0,13,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7198,SLS Reapers,3,5,0,25,20,0,9,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7191,De Soto Eudora FC U11,2,5,1,15,13,0,7,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7190,2013 NEU Peles,2,5,1,13,41,0,7,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7192,Firetree United,1,5,1,18,40,0,4,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7195,KCL Arsenal 13,0,7,0,3,41,0,0,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
71A9,Sporting City North - Green,7,1,0,32,11,0,21,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A4,PSC 13-14 Boys Black,6,1,1,38,17,0,19,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A2,KC Athletics IP Westside FC,5,3,0,21,18,0,15,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A5,SBV IP Scorpions,5,3,0,41,11,0,15,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A6,Smithville Avengers 2013,4,4,0,24,26,0,12,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A8,Sporting City East - White,3,4,1,25,35,0,10,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A7,SPORTING BV Santos 13,2,5,1,15,17,0,7,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A3,LSL Neymar Blue,2,5,1,11,29,0,7,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A1,Alliance FC Reds Boys East,0,8,0,10,53,0,0,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71C8,Sporting Kaw Valley 2013B Navy,7,0,1,55,8,0,22,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C2,BVBIA-GP U11 Santee,6,1,1,41,19,0,19,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C9,TSC 2013B Grey,6,2,0,36,17,0,18,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C6,SLS Hornets,5,1,2,36,18,0,17,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C1,BSSA Prowlers 2013,4,4,0,26,29,0,12,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C5,OP Tottenham Hotspur 2013B,2,5,1,13,33,0,7,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C7,SPORTING BV Leon 13,2,6,0,13,44,0,6,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C4,LUSC Lightning U11,1,6,1,12,29,0,4,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C3,Cyclones FC 13,0,8,0,9,44,0,0,2023_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
721A,Toca FC B2012 Premier,8,0,0,42,5,0,24,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7219,SWMO Rush Azul 2012,7,1,0,34,15,0,21,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7212,KC Legends Academy 12,6,2,0,31,15,0,18,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7216,LSL Pele Yellow 2013,6,2,0,26,20,0,18,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7218,Sporting Springfield 12 America,4,4,0,15,21,0,12,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7211,Evolution 2012B Orange,3,4,1,13,21,0,10,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7215,Lightning FC,3,4,1,11,26,0,10,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7217,Sporting BV Academy Navy 12,1,5,2,11,15,0,5,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7214,KS Rush Academy 2012,1,6,1,7,22,0,4,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7210,12B GEA Pre-ECNL,1,6,1,12,20,0,4,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7213,KC Legends Academy 12 Gold,1,7,0,8,30,0,3,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7227,Sporting Kaw Valley 2012B Elite,6,0,2,25,5,0,20,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7226,Sporting City West - Blue,6,0,2,22,9,0,20,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7224,OP Academy 2012B,5,1,2,18,10,0,17,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7229,Toca FC B2012 Championship,5,2,1,30,13,0,16,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7220,Kansas Rush Wichita Academy 2013,4,2,2,16,11,0,14,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7225,Sporting City East - Blue,2,5,1,15,18,0,7,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7223,KC Surf Pre-ECNL-RL 2012,2,6,0,10,22,0,6,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7222,KC Legends 2012 Academy White,2,6,0,16,29,0,6,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7221,KC Athletics Ajax 12B,1,6,1,11,28,0,4,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7228,Sporting Springfeild 12 Santos,0,5,3,3,21,0,3,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7238,SPORTING BV Rangers 12,6,0,2,35,7,0,20,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7235,LS Legends Pirates 2012,5,1,1,21,12,0,16,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7232,Alliance FC '13 Academy,5,2,1,20,11,0,16,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7231,2012 ULFC Pre-Academy - Attack,3,1,4,24,11,0,13,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7236,OP Pre-Academy Roma 2012B,4,3,1,21,15,0,13,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7239,SS Academy 2012B Select,3,3,2,15,14,0,11,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7234,KS Rush Pre-Academy 2012,1,6,1,15,27,0,4,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7233,KCSG JR Elite B12 KS Navy,1,7,0,9,44,0,3,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7237,SKV 2012B Elite MHK,1,6,0,8,27,0,3,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7241,Evolution 2012B Black,7,0,1,34,9,0,22,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7247,Toca FC B2012 Academy Orange,5,3,0,26,12,0,15,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7245,Sporting BV Aberdeen 12,3,2,3,18,12,0,12,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7243,KCL Crystal Palace 2012,3,2,3,19,15,0,12,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7242,KC Fusion Pre- Academy 12B,2,3,2,14,21,0,8,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7244,SLS Wizards 12B,2,5,1,14,22,0,7,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7246,Sporting City West - Indigo,0,7,0,8,42,0,0,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7257,SLS Wolfpack U12,7,0,1,44,11,0,22,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7250,BSSA Mambas 2012,7,1,0,45,9,0,21,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7251,FC Vardar 2012 B,6,1,1,34,15,0,19,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7258,Sporting BV Hibernian 12,5,3,0,27,17,0,15,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
725A,TSC 2012B Navy,5,3,0,27,13,0,15,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7259,Sporting City East - Indigo,4,3,1,20,15,0,13,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7254,KCSG Jr Elite 12B MO Navy,2,5,1,14,29,0,7,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7253,KCL North 2012 Real Madrid,2,6,0,19,35,0,6,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7256,OP Premier 2012B Marseille,1,5,2,10,26,0,5,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7255,LIberty United Kings,1,6,1,12,33,0,4,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7252,Kansas Rush 2012 Boys,0,7,1,8,57,0,1,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7266,Monett SC 2012,8,0,0,92,8,0,24,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7269,Sporting City North - Blue,6,1,0,66,23,0,18,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7264,LS Legends Dragons 2012,6,2,0,51,25,0,18,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7262,KCL Academy Galacticos 2013,5,2,1,44,25,0,16,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
726A,Sporting Kaw Valley 2012B Navy,5,2,1,41,27,0,16,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7261,KC Athletics Fenebahce 12B,4,3,0,28,14,0,12,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7263,KCSC 12B Davenport,3,5,0,16,49,0,9,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7267,SBV IP CFC,3,5,0,24,28,0,9,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7268,Sporting City East - White,2,6,0,14,45,0,6,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7260,KC Surf White 2012B,0,8,0,4,56,0,0,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7265,Manhattan Surf 2012B,0,8,0,4,84,0,0,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7279,SLS Bombers,7,1,0,24,4,0,21,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7273,BVBIA -GP U11/12 Seck,7,1,0,40,8,0,21,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7275,Fountain City FC 12B Premier,6,2,0,31,11,0,18,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7274,Fc Javier Aguilas 12',5,1,1,41,12,0,16,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7271,Alliance FC '12 Gunners,5,3,0,25,15,0,15,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7278,SKV 2012B Navy MHK,3,3,1,13,24,0,10,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7272,Alliance FC 2012 Pre-Academy,2,4,2,13,27,0,8,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
727A,Toca FC 2012 Academy Blue,2,5,1,14,24,0,7,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7277,KC Surf Black 2012B,1,5,2,21,25,0,5,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7276,KC Athletics Juventus 12B,1,6,1,15,36,0,4,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7270,2012 ULFC Select - Storm,0,8,0,7,58,0,0,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7281,KC Atletico 2012B,6,0,2,28,13,0,20,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 8,Boys
7289,Sporting Columbia 12B White,6,1,1,27,7,0,19,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 8,Boys
7286,Revolution FC - Milan,6,2,0,48,13,0,18,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 8,Boys
7283,KCL 2012 Manchester United,5,2,1,30,12,0,16,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 8,Boys
7284,KCL North London,5,3,0,28,15,0,15,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 8,Boys
7282,KC Fire FC Fury,4,4,0,18,14,0,12,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 8,Boys
7287,Sporting BV St. Mirren 12,3,4,1,12,21,0,10,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 8,Boys
728A,TSC 2012B White,3,5,0,20,28,0,9,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 8,Boys
7280,EFC Flames Premier 12,1,4,2,9,26,0,5,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 8,Boys
7285,OP Boca Jr 2012B,0,7,1,4,45,0,1,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 8,Boys
7288,Sporting City North - Indigo,0,7,0,8,38,0,0,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 8,Boys
7293,LUSC 2012 Lightning,8,0,0,66,15,0,24,2023_fall,boys_prem,U12,U-12 Boys Premier Subdivision 9,Boys
